"Андрей (Болконский, Andre)",18
"Наташа",17
"Соня",15
"Николай (Nicolas, Ростов)",6
"Васька Денисов (Денисов)",4
"Пьер",3
"Тушин",3
"Борис",3
"Ипполит",3
"Вера",2
"Мавруша",2
"Марья Дмитриевна",2
"Настасья Ивановна",2
"Петя",2
"Семен",1
"Анатоль",1
"Анна Михайловна",1
"Тихон",1
"Балага",1
"Билибин",1
"Франц",1
"Данила",1
"Долохов",1
"Матреша",1
"Митенька",1
"Пелагеюшка",1
